content|datetime|tags|title
"JAKARTA, KOMPAS.com - Ketua Departemen Epidemiologi Fakultas Kesehatan Masyarakat Universitas Indonesia (FKM UI) Tri Yunus Miko Wahyono menyarankan Pemerintah Provinsi DKI Jakarta melakukan survei terkait Covid-19 di pasar- pasar tradisional.Hal ini, menurut dia, perlu dilakukan untuk mengkontrol dan mendeteksi penyebaran Covid-19 di Jakarta. ""Di semua Pasar Tanah Abang, semuanya kalau bisa dilakukan survei. Kita harus yakinkan kemudian di sana tidak ada penularan, di tempat-tempat umum, di terminal,"" kata Miko dalam diskusi online bertajuk 'New Normal Are You Ready?', Sabtu (6/6/2020).Baca juga: Mandeknya Revitalisasi Pasar Ciputat, Terbentur Persoalan Aset hingga Kesepakatan PedagangMiko menilai memang sulit untuk mengkontrol penyebaran Covid-19 di pasar. Oleh karena itu, jika Jakarta ingin menerapkan era kenormalan baru (new normal) di bidang ekonomi, ia menyarankan agar mall atau pusat perbelanjaan saja yang dibuka terlebih dahulu. ""Jadi kalaupun mau dibuka, kalau yang cepat yang boleh cepat adalah mall yang pada kalangan sosial ekonomi menengah ke atas dulu. Jangan yang menengah ke bawah dibuka,"" ujarnya. ""Jadi kalau yang ke bawah dibuka jadi repot begitu. Karena klasternya Ini kebanyakan sosial menengah ke bawah,"" lanjut dia. Miko juga menyarankan agar Jakarta memetakan tempat umum mulai dari pasar hingga pariwisata untuk memudahkan survei. ""Jadi pasarnya itu harus dipetakan, kemudian tempat pariwisata harus dipetakan. Jadi yakinkan bahwa, semua tidak ada tempat penjualan lagi begitu,"" ucap Miko. Sebelumnya diberitakan, Gubernur DKI Jakarta Anies Baswedan memutuskan untuk kembali memperpanjang pembatasan sosial berskala besar (PSBB) di Ibu Kota.PSBB di Jakarta diperpanjang hingga akhir Juni 2020.""Kami di gugus tugas memutuskan untuk menetapkan status PSBB di DKI diperpanjang, dan menetapkan bulan Juni sebagai masa transisi,"" ujar Anies dalam siaran YouTube Pemprov DKI Jakarta, Kamis (4/6/2020).Terdapat kelonggaran-kelonggaran pada penerapan PSBB transisi dibanding penerapan PSBB sebelumnya, yakni sejumlah sektor ekonomi, sosial, dan budaya yang diperbolehkan kembali beroperasi.Baca juga: PSBB Proporsional di Depok, Begini Pembatasan di Pasar, Mal, dan KafePemprov DKI sebelumnya hanya memperbolehkan 11 sektor usaha untuk beroperasi selama masa PSBB.Kini, rumah ibadah, kantor, taman, ruang publik terpadu ramah anak (RPTRA), museum, hingga tempat usaha kembali dibuka pada masa PSBB transisi.""Sekarang ditambahkan di masa transisi ini, ada beberapa (yang boleh beroperasi),"" ungkap Anies."|1591433580000|pasar tradisional,pasar tradisional covid-19,penyebaran corona di pasar|Epidemiolog UI Sarankan Pemprov DKI Jakarta Survei di Pasar Tradisional untuk Deteksi Covid-19
"JAKARTA, KOMPAS.com - Komisioner Komisi Pemilihan Umum (KPU) I Dewa Kade Wiarsa Raka Sandi memastikan pasien positif virus corona (Covid-19) yang dirawat di rumah sakit tetap dapat menggunakan hak pilihnya pada  Pilkada 2020.Begitu juga dengan masyarakat yang berstatus Orang Dalam Pemantauan (ODP) dan Pasien Dalam Pemantauan (PDP).Baca juga: KPU Pastikan Pasien Positif Covid-19 Dapat Gunakan Hak Pilih pada Pilkada 2020Lantas, bagaimana mekanisme penggunaan hak pilih bagi mereka yang terdampak Covid-19?Raka menjelaskan, ada sejumlah mekanisme yang harus dilakukan penyelenggara Pilkada untuk melayani pasien positif Covid-19 di rumah sakit.Pertama, KPU Kabupaten/Kota dibantu Panitia Pemilihan Kecamatan (PPK) atau Panitia Pemungutan Suara (PPS), pihak rumah sakit dan Gugus Tugas Covid-19, mendata jumlah pemilih sebelum hari pencoblosan.Kedua, KPU Kabupaten/Kota bekerja sama dengan pihak rumah sakit membentuk Kelompok Penyelenggara Pemungutan Suara (KPPS) yang terdiri dari tiga orang pegawai rumah sakit.Ketiga, setelah KPPS dari pihak rumah sakit dibentuk, maka pelayanan penggunaan hak pilih bisa dilakukan mulai pukul 12.00 WIB sampai selesai.Baca juga: KPU: Konser Musik Dilarang pada Kampanye Pilkada 2020""Terakhir, KPPS dapat didampingi oleh PPL atau pengawas TPS dan saksi dengan membawa perlengkapan pemungutan suara, dan mendatangi pemilih yang bersangkutan,"" ujar Raka dalam uji publik PKPU terkait Pilkada secara virtual, Sabtu (6/6/2020).Sementara itu, untuk pemilih yang berstatus ODP dan PDP, mekanisme pelayanan penggunaan hak pilihnya adalah KPPS mendatangi mereka atas persetujuan para saksi dan PPL atau PPS serta mengutamakan kerahasiaan pemilih.""Pelayanan penggunaan hak pilih dilakukan mulai pukul 12.00 sampai dengan selesai,"" ucapnya.Raka mengatakan, KPPS yang bertugas mendatangi pemilih harus menggunakan alat pelindung diri berupa masker, penutup wajah transparan dan sarung tangan.""Dengan menerapkan protokol kesehatan pencegahan penyebaran Covid-19,"" pungkasnya.Baca juga: Pilkada Saat Pandemi, Bawaslu Minta Anggaran dan Logistik Tepat WaktuPilkada 2020 akan digelar di 270 wilayah di Indonesia, meliputi 9 provinsi, 224 kabupaten, dan 37 kota.Semula, hari pemungutan suara Pilkada akan digelar pada 23 September. Akibat wabah Covid-19, hari pencoblosan diundur hingga 9 Desember 2020.Tahapan pra-pencoblosan akan mulai digelar bulan Juni. Keputusan mengenai penundaan ini tertuang dalam peraturan pemerintah pengganti undang-undang (Perppu) Nomor 2 Tahun 2020 yang ditandatangani Presiden Joko Widodo pada Senin (4/5/2020).Pasal 201A Ayat (1) mengatur bahwa pemungutan suara  pilkada 2020 ditunda karena bencana non-alam, dalam hal ini adalah pandemi virus corona (Covid-19) di Tanah Air.Kemudian pada Ayat 2 disebutkan, pemungutan suara dilaksanakan pada bulan Desember 2020. Namun dalam Ayat 3 diatur, pemungutan suara dapat diundur lagi apabila pada bulan Desember pemungutan suara belum bisa dilaksanakan."|1591430460000|Komisi Pemilihan Umum KPU,Pilkada 2020|KPU Atur Mekanisme Hak Pilih Pasien Positif Covid-19 pada Pilkada 2020
"JAKARTA, KOMPAS.com - Ketua Departemen Epidemiologi Fakultas Kesehatan Masyarakat Universitas Indonesia (FKM UI) Tri Yunus Miko Wahyono menilai, penerapan era  kenormalan baru atau  new normal sudah dapat dilakukan di  Kota Bogor.Sebab, kata Miko, penambahan pasien positif  Covid-19 di Bogor sudah berada di bawah 10 kasus.""Jadi  kota Bogor yang paling aman, pernah nol (kasus) dalam satu minggu, kemudian naik lima atau di bawah 10,"" kata Miko dalam diskusi online bertajuk "" New Normal Are You Ready?"", Sabtu (6/6/2020).Baca juga: Masih Banyak Pelanggaran, Kota Bogor Perketat Pengawasan Selama PSBB TransisiMiko mengaku menjadi bagian dalam tim ahli penanganan Covid-19 untuk Kota Bogor dan  Kota Depok.Menurut dia, jika penambahan kasus baru di kota tersebut masih di atas 10 orang, maka belum aman untuk diterapkan new normal.""Jadi saya sarankan untuk dibuka bertahap. Jadi mulai dari paling aman, (aktivitas) pegawai negeri buka dulu,"" ujar dia.Sementara untuk Kota Depok, Miko menyarankan untuk menutup daerah dengan penambahan kasus yang tinggi.Baca juga: Wali Kota Depok: PSBB Proposional Bukan Berarti Euforia Aktivitas Kembali Bebas Menurut dia, Pemkot Depok dapat memberlakukan pembatasan sosial kampung sehat (PSKS) untuk mengatasi masalah tersebut.Kemudian, ia menyarankan agar Depok melakukan survei di fasilitas umum, seperti pasar, terminal, dan stasiun.Hal ini dilakukan untuk mendeteksi kasus serta melakukan serangkaian pencegahan.""Jadi jangan biarkan tempat-tempat umum itu sebagai sumber penularan. Jadi sudah clear sekarang kasusnya minggu ini menurun. Alhamdulillah mungkin dalam waktu dekat bisa mulai dengan new normal begitu,"" ucap Miko.Baca juga: Hari Terakhir PSBB Transisi Kota Bogor, Angka Reproduksi Covid-19 MelandaiSebelumnya diberitakan, Pemerintah Kota (Pemkot) Bogor memperpanjang masa pembatasan sosial berskala besar (PSBB) di masa transisi ini hingga satu bulan ke depan.Sampai dengan Kamis (4/6/2020), indikator angka reproduksi kasus Covid-19 Kota Bogor menunjukkan tren melandai di 0,5.Namun, data itu belum dapat mengubah status tingkat kewaspadaan Covid-19 di Kota Bogor yang masih berada di level tiga atau masuk ke dalam kategori zona kuning.Dengan kata lain, fase normal baru belum dapat diterapkan dan disetujui oleh Pemerintah Provinsi (Pemprov) Jawa Barat.Baca juga: Wali Kota Depok Minta Warga Ibadah di Rumah agar PSBB Tak DiperpanjangSementara itu, Wali Kota Depok Mohammad Idris menerapkan pelonggaran pembatasan secara parsial atau sebagian.Warga tetap diwajibkan mengenakan masker, cuci tangan, serta menjaga jarak fisik selama PSBB proporsional.Aktivitas yang dibuka juga dikurangi waktu operasional dan jumlah orang yang terlibat di dalamnya, yakni hanya 50 persen dari kapasitas.PSBB proporsional diterapkan di sebagian besar wilayah Depok yang kasus positif Covid-19 kurang dari dua kasus."|1591426440000|Kota Bogor,Kota Depok,virus corona di Indonesia,Covid-19,new normal,kenormalan baru|"Ahli Epidemiologi Sebut Kota Bogor Aman untuk Terapkan ""New Normal"""
" SURABAYA, KOMPAS.com - Hasil  tes swab  Wakil Wali Kota Surabaya Whisnu Sakti Buana sudah keluar.  Hasil pemeriksaan sampel cairan tenggorokan yang dilakukan Whisnu pada Kamis (4/6/2020) menunjukkan hasil negatif berdasarkan dua kali tes swab. Politisi PDI-P itu mendapat konfirmasi hasil tersebut dari laboratorium RS Premier  Surabaya, tempatnya melakukan tes swab. ""Iya, setelah dicek hasilnya negatif. Syukur alhamdulilah, kondisi saya sehat-sehat saja, ini berkat doa dari semua pihak,"" kata Whisnu, saat dikonfirmasi melalui pesan singkat, Sabtu (6/6/2020).Baca juga: Risma Kirim Tenaga Medis untuk Wakil Wali Kota Surabaya yang Dikabarkan ODP Hasil melegakan ini turut membuat lega berbagai pihak, baik keluarga maupun jajaran internal Pemkot Surabaya. Politisi PDI Perjuangan ini pun siap kembali bekerja dan menyemangati warga untuk bangkit bersama-sama melawan pandemi Covid-19.  ""Insya Allah saya akan kembali bekerja. Kembali turun ke masyarakat, berbuat yang terbaik untuk kota kelahiran saya,"" ujar Whisnu. Whisnu harus menjalani tes swab setelah berstatus orang dalam pengawasan (ODP) dan melakukan isolasi mandiri pasca kunjungannya ke warga di RT 004 RW 008 Kedung Turi, Kelurahan Kedungdoro, Kecamatan Tegalsari, Surabaya, beberapa waktu lalu.Baca juga: Jalani Tes Swab, Begini Kondisi Terbaru Wakil Wali Kota Surabaya Selama Karantina Inisiatif Whisnu melakukan isolasi dilakukan usai mengetahui lima dari 15 warga yang dikunjungi kembali dinyatakan positif. Meski belakangan baru diketahui Dinas Kesehatan Surabaya mengakui adanya revisi data tersebut."|1591425840000|Wakil Wali Kota Surabaya,Surabaya,tes swab,negatif covid-19,wakil wali kota surabaya ODP,wakil wali kota surabaya negatif covid-19|Hasil Tes Swab, Wakil Wali Kota Surabaya Dinyatakan Negatif Covid-19
"KOMPAS.com - Bek tengah  Liverpool,  Dejan Lovren, angkat bicara terhadap kritik-kritik yang datang kepadanya.Hal ini setelah dirinya mulai jarang mendapat kesempatan bermain di Liverpool.Padahal, Lovren sempat mengaku, ia merupakan bek terbaik dunia.Pendapat itu ia utarakan pada 2018, setelah berhasil mengantarkan  timnas Kroasia melaju ke final Piala Dunia 2018.""Saya telah membuktikan kenapa saya bisa mengantarkan Liverpool ke final dan kini saya mengulanginya bersama Kroasia,"" ucapnya pada saat itu.""Orang-orang harus mulai berpikir kalau saya adalah bek terbaik di dunia,"" ujar Lovren.Baca juga: Selain Dejan Lovren, 3 Nama Siap Dilepas Liverpool di Bursa TransferEntah kebetulan atau tidak, setelah perkataan itu, Lovren mulai menjadi pilihan kedua Juergen Klopp di lini pertahanan Liverpool.Klopp lebih sering memasang duet Van Dijk-Joel Matip atau Van Dijk-Joe Gomez.Sebelum Piala Dunia, Lovren tampil 43 kali dalam semua ajang, sementara pada musim setelah Piala Dunia, ia tampil 18 kali saja.Bak hujan, kritik-kritik mulai datang kepadanya setelah itu. Kini, ia mulai melupakan kritik-kritik itu dan hanya fokus pada tujuan Liverpool.Sebab, Liverpool hanya membutuhkan enam poin lagi untuk mengunci trofi  Premier League, gelar yang 30 tahun belum mampir ke Anfield.""Tujuan saya adalah bermain dan memenangkan trofi sebanyak mungkin. Namun pada saat ini fokus saya memenangkan dua pertandingan dan menjadi juara,"" ucap Lovren kepada Sky Sports.""Setelah itu, lihat saja apa yang terjadi.""Baca juga: Dejan Lovren Mimpikan Liverpool Bisa Raih Banyak Trofi seperti Barcelona Lovren memiliki cara tersendiri untuk melupakan atau menghindari kritik.""Pada level saat ini, normal dikritik. Sejujurnya, saya tidak terlalu terganggu,"" ujar bek berusia 30 tahun itu.""Saya tidak membutuhkan orang lain memberi tahu saya. Saya tidak membaca koran atau mendengarkan pandit terlalu banyak,"" ucap Lovren.""Inilah sepak bola dan kita harus sepakat dengan itu semua."""|1591426800000|Premier League,Dejan Lovren,Timnas Kroasia,Liverpool|Sempat Mengaku Jadi Bek Terbaik Dunia, Lovren Masa Bodoh soal Kritikan
KOMPAS.com -  Susu sapi dipercaya banyak orang sebagai minuman bernutrisi tinggi karena kandungnan protein, kalsium, vitamin dan berbagai mineral menyehatkan di dalamnya.Namun,  susu sapi juga kaya akan lemak yang dipercaya banyak orang bisa menambah berat badan.Itu sebabnya, banyak orang menghindari minuman bernutrisi tersebut karena tak ingin mengalami obesitas. Bagaimana faktanya?Baca juga: 13 Makanan yang Mengandung Kolagen Tinggi Susu sapi yang banyak dijual di toko biasanya memiliki prosentase lemak yang berbeda.Biasanya, dalam setiap 240 mililiter susu sapi murni juga mengandung 150 kalori dengan presentasi lemak 8 gram.Untuk susu rendah lemak, kandungan kalori biasanya mencapai 125 hingga 100 kalori dengan kadar lemak lima hingga 2,5 gram.Sementara itu, dalam setiap 240 mililiter susu skim hanya mengandung 80 kalori dengan kadar lemak nol hingga satu gram saja.Susu sapi juga kaya akan kalsium dan Vitamin D yang sangat dibutuhkan untuk pertumbuhan tulang dan kesehatan tubuh secara keseluruhan.Kandungan vitamin A yang tinggi juga membuat susu sapi bermanfaat untuk menjaga kesehatan mata dan mendukung sistem kekebalan tubuh.Dua protein utama dalam susu sapi, yakni whey dan kasein, juga terbukti membantu mengurangi tekanan darah dan kolesterol.Penelitian juga menunjukkan minum susu setelah berolahraga dapat membantu membangun otot tanpa lemak dan meningkatkan komposisi tubuh.Melansir Healthline, susu kaya akan kalori, protein, lemak dan berbagai nutrisi yang bisa meningkatkan berat badan.Manfaat ini sangat cocok untuk para atlet dan binaragawan yang perlu menambah otot.Mereka yang memiliki berat badan terlalu rendah juga bisa mengonsumsi susu untuk mendapatkan tubuh ideal.Peningkatan berat badan terjadi karena julah kalori yang kita konsumsi lebih banyak daripada kalori yang kita bakar.Jika ingin menambah berat badan, kita juga harus mengonsumsi kalori ekstra dari makanan bergizi. Susu bisa menjadi pilihan bernutrisi untuk menambah berat badan.Semua jenis susu sapi - kecuali susu skim - mengandung lemak jenuh yang tinggi. Itu sebabnya, minuman ini bermanfaat bagi mereka yang ingin menambah berat badan.Baca juga: Antara Susu Kedelai dan Sapi, Mana yang Lebih Sehat?Jika kita ingin menurunkan berat badan, kita bisa memilih susu sapi rendah lemak atau susu skim.Jenis susu tersebut mengandung kalori dan lemak yang lebih sedikit daripada susu murni sehingga tidak akan menyebabkan kenaikan berat badan.Selain mengonsumsi susu sapi, kita juga bisa mengonsumsi susu kedelai sebagai alternatif.Kedelai telah terbukti dapat menurunkan kadar kolesterol dan dapat membantu mencegah risiko penyakit jantung dan kanker tertentu.Susu kedelai juga mengandung lemak jenuh yang lebih rendah dibandingkan produk susu lainnya.|1591426800000|susu,susu sapi,manfaat susu,nutrisi susu sapi,mengurangi berat badan,tips diet|Minum Susu Sapi Bikin Gemuk, Kok Bisa?
"KOMPAS.com - Kapolsek Baitussalam Ipda Safrizal mengatakan, MH (30), warga Gampong Cot Paya, Kecamatan Baitussalam, Kabupaten  Aceh Besar, pedagang sate keliling yang diduga menggunakan olahan daging ayam busuk, mengaku sudah delapan tahun berjualan.Kata Safrizal, terduga menjual daging sate olahan daging ayam tersebut dengan cara berjualan keliling.Saat pihaknya mendatangi rumah MH, didapati satu keluarga di dalam rumah itu sedang membersihkan daging ayam yang diduga telah busuk.Baca juga: Kronologi Penangkapan Oknum Polisi yang Disangka Perampok ATM, Ternyata Lagi Mengisap SabuSetelah itu, pihaknya langsung mengamankan barang bukti tersebut dan dilakukan pemusnahan.Adapun MH, kata Safrizal, diberi peringatan secara tertulis agar tidak mengulangi lagi perbuatannya yang bisa merugikan masyarakat.""Terduga ini masih diberi peringatan dan akan dilakukan pembinaan oleh pihak kecamatan dan perangkat gampong setempat agar tidak menjual daging yang tidak segar kepada masyarakat,"" kata Safrizal kepada Kompas.com, Jumat (5/6/2020), melalui saluran telepon.Baca juga: Seorang Ayah Setubuhi 2 Anak Tirinya hingga Hamil, Terbongkar Saat Ditanya NenekDikatakan Safrizal, adanya temuan penjual sate dengan olahan daging busuk ini berawal dari laporan masyarakat yang mencium aroma busuk setiap hari dari rumah MH. Oleh warga, langsung dilaporkan ke polisi.""Karena sudah meresahkan, saya bersama anggota dan Danramil serta Sekcam setempat mendatangi rumah tersebut dan ditemukan daging ayam dengan aroma tak sedap,"" katanya.Baca juga: Penjual Sate Ayam Diduga Pakai Daging Busuk, Warga Curigai Aroma Tak SedapSementara itu, dalam sebuah akun Facebook @roshanrohit7040, mereka membantah bahwa telah menggunakan daging ayam busuk untuk pembuatan  sate ayam.Akun itu mengklarifikasi dan menjelaskan bahwa bau busuk itu berasal dari air limbah cucian daging ayam yang ditumpuk dalam ember dan tidak dibuang hingga tiga hari karena menunggu ember penuh.Air limbah cucian daging ayam ini tak dibuang langsung karena pemilik usaha sate tak memiliki saluran buangan air limbah, sehingga ditumpuk sampai ember penuh untuk sekaligus dibuang ke lokasi lain.Bahkan, pemilik akun Facebook @roshanrohit7040 ini bersedia diperiksa ke BPOM dan akan menunggu hasil pemeriksaan.Namun sayang, kini akun FB @roshanrohit7040 ini tak bisa dibuka lagi.Baca juga: Ayah di Lampung Perkosa Anak Kandung Selama 13 Tahun, Terungkap Setelah Korban Menikah (Penulis : Kontributor Banda Aceh, Daspriani Y Zamzami | Editor : Aprillia Ika)"|1591426080000|Aceh Besar,penjual sate ayam pakai daging busuk,penjual sate ayam,sate ayam|Polisi Sebut Penjual Sate Ayam yang Diduga Pakai Daging Busuk Sudah 8 Tahun Berjualan
"KOMPAS.com - Disangka mau membobol  ATM, oknum polisi di  Bandar Lampung justru tepergok sedang pesta sabu bersama rekannya di dalam mobil, Jumat (5/6/2020), sekitar pukul 00.00 WIB. Peristiwa itu berawal saat satpam ATM BRI yang berada di Jala Teukur Umar melihat ada dua orang mencurigakan dengan membawa senjata api di depan ATM.Lalu, satpam tersebut meminta bantuan ke Polresta Bandar Lampung.Tim Tekkab 308 Polresta Bandang Lampung segera merespons dan menggerebek mobil merah di depan ATM.Baca juga: Marak Obat Batuk Buat Mabuk, Polisi: Ada yang Sekali Tenggak 35 ButirTernyata, di dalam mobil itu Tim Tekkab mendapati oknum polisi polisi YF (37) sedang asyik mengisap sabu bersama temannya, SF.""Dari CCTV terlihat ada pria yang mengeluarkan senjata api di depan ATM itu. Dari itu, ada kecurigaan akan ada pembobolan ATM,” kata Kepala Bidang Humas Polda Lampung Komisaris Besar Zahwani Pandra Arsyad saat dihubungi, Jumat sore. Baca juga: Masuk Permukiman dan Makan Ternak, 2 Ekor Beruang Madu Berhasil Dievakuasi BBKSDA RiauMenurut Pandra, suasana sempat tegang saat YF tepergok anggota polisi.“Keduanya tampak tegang saat petugas memergoki mereka. Petugas menemukan barang bukti sabu, alat isap, senjata api rakitan, dan beberapa butir amunisi,” kata Pandra.Menurut Pandra, saat ini kedua orang itu masih diperiksa oleh petugas Polresta Bandar Lampung.Polisi menyelidiki terkait kepemilikan senjata api rakitan dan kasus narkoba.(Penulis: Kontributor Lampung, Tri Purna Jaya | Editor: Abba Gabrillin) "|1591426800000|ATM,Bandar Lampung,polisi nyabu,disangka rampok|Cerita Polisi Nyabu di Mobil Depan ATM, Sempat Disangka Rampok hingga Bawa Senpi Rakitan 
  ACEH UTARA, KOMPAS.com – Seorang pemuda berinisial RA (21) asal Kecamatan Tanah Jambo Aye, Kabupaten  Aceh Utara, terancam 90 kali cambuk.Sebab, pria ini diduga mencabuli pacarnya sendiri yang masih di bawah umur berinisial R (16) asal Kecamatan Tanah Jambo Aye, Aceh Utara. Kasat Reskrim Polres Aceh Utara, AKP Rustam Nawawi, dalam keterangan tertulisnya, Sabtu (6/6/2020) menyebutkan, pria itu ditangkap pada 14 April 2020 lalu.  Kasus pencabulan itu terjadi pada 10 April 2020.Baca juga: 6 Tahun Cabuli Anak Tiri, Seorang Ayah Ditangkap Polisi Awalnya, pasangan muda itu berkeliling Aceh Utara dengan sepeda motor.Lalu, pria itu meraba-raba organ intim gadis pujaan hatinya.“Pria itu menjemput gadis bawah umur itu tengah malam di rumahnya. Lalu mereka berkeliling dengan sepeda motor, dan terjadilah peristiwa memalukan itu,” sebut AKP Rustam. Namun, sang pacar tak terima atas perbuatan itu. Setiba di rumah, dia langsung menceritakan kasus itu ke orangtuanya.Malam itu juga, sang orangtua membuat laporan polisi ke Polres Aceh Utara. “Setelah menerima laporan, kami cari keberadaan pemuda ini, empat hari kemudian berhasil kami tangkap tanpa perlawanan,” kata AKP Rustam.Dia menyebut, pemuda itu dijerat dengan Qanun (peraturan daerah) Aceh Nomor 6 Tahun 2014 tentang Hukum Jinayat.Baca juga: Pemuda Ini Cabuli 8 Gadis di Bawah Umur, Begini Kasusnya Terbongkar”Ancamannnya 90 kali cambuk di depan umum. Berkasnya sudah lengkap dan kami limpahkan ke Kejaksaan Negeri Aceh Utara,” kata dia. Saat ini, sambung AKP Rustam, pemuda itu ditahan di Rumah Tahanan Negara (Rutan) Lhoksukon, Aceh Utara, untuk menunggu persidangan.“Ini juga menjadi pelajaran penting bagi seluruh remaja, agar hati-hati,” pungkas dia.   |1591426800000|aceh utara,hukuman cambuk,pemuda cabuli pacar terancam 90 kali cambuk,pacar dicabuli|Cabuli Pacarnya, Pemuda Aceh Utara Ini Terancam 90 Kali Cambuk
KOMPAS.com -  Bisnis kuliner merupakan salah satu jenis bisnis yang menarik untuk ditekuni. Peluang bisnis yang satu ini memang terbilang luas dan masih akan selalu berkembang ke depannya, tak terkecuali di masa-masa menjelang penerapan new normal saat ini.Semua orang membutuhkan makanan dan akan selalu mencarinya, itulah mengapa  bisnis kuliner tidak pernah sepi pembeli. Jika Anda berniat terjun ke dunia bisnis, tidak ada salahnya untuk menjadikan bisnis ini sebagai pertimbangan.Agar bisnis kuliner Anda sukses, pastikan Anda memiliki rencana bisnis yang tepat sejak awal. Tak perlu overthingking memulai bisnis di era new normal. Jadilah kreatif, miliki rencana bisnis dan keberanian untuk mulai menjalankan bisnis Anda dengan penuh keyakinan.Supaya bisnis jualan makanan/minuman tetap lancar di masa new normal nanti, coba terapkan 4 tips ini agar usaha Anda makin untung, seperti dikutip dari Cermati.com.Di era new normal yang akan datang, bisnis kuliner memiliki potensi untuk berkembang dengan sangat luas asal Anda bisa memanfaatkan teknologi internet dengan baik.Anda bisa menjalankan bisnis kuliner tanpa perlu membuka gerai khusus tapi cukup dengan memanfaatkan sistem pembelian online melalui internet. Cara ini tentu menguntungkan Anda karena tak perlu keluar uang sewa tempat.Pelajari cara agar bisnis kuliner Anda bisa bergabung dengan aplikasi pesan makanan online seperti GrabFood, GoFood, maupun melalui toko e-commerce, dan lain sebagainya.Salah satu tujuan umum orang berbisnis adalah mendapatkan keuntungan sebanyak-banyaknya. Dalam bisnis kuliner, kualitas rasa dan harga serta kreativitas menjadi penentu keuntungan yang akan diperoleh.Sebagai gambaran, beberapa jenis kuliner hanya dibuat dengan menggunakan bahan-bahan yang mudah ditemukan dan terjangkau di pasaran, namun bisa dijual dengan harga yang terbilang mahal.Ingat ya, banyak orang akan tetap membeli makanan / minuman dari toko Anda meskipun harganya tidak murah. Alasannya beragam seperti rasanya enak, kemasan unik hingga promosi yang menarik. Jadi, temukan kuliner yang paling tepat dan unik di era new normal ini agar bisa dapat keuntungan berlipat-lipat.Tingginya permintaan dalam bisnis kuliner memang menyebabkan minat pebisnis juga terbilang tinggi untuk menekuni bidang yang satu ini.Banyak pesaing dalam bisnis kuliner itu hal yang wajar. Jangan khawatir, masih banyak jenis kuliner yang bisa dijadikan sebagai pilihan, mulai yang unik hingga yang belum pernah ada dipasaran.Temukan ciri khas bisnis kuliner Anda. Misalnya, Anda berjualan jajanan sehat maka buatlah variasi jenis makanan dan minuman dengan cita rasa khas, enak dan menyehatkan. Dengan adanya unsur nilai sehat, tentu hal ini menjadi unik.Terus lakukan peningkatan dari segala sisi, seperti kualitas rasa, pengemasan hingga marketing agar Anda bisa unggul dalam persaingan bisnis kuliner.Baca Juga: Cara Membuat Bisnis Plan dan KegunaannyaDunia kuliner terus berkembang, begitu juga dengan selera masyarakat akan kuliner itu sendiri. Anda bisa berinovasi dan mengembangkan kreatifitas dalam bisnis kuliner yang dijalankan, sehingga bisnis tersebut tetap bergairah.Hal ini akan membuat pelanggan tidak merasa bosan dan Anda selalu memiliki peluang untuk mendapatkan konsumen baru. Kemampuan berinovasi dalam bisnis kuliner akan sangat membantu Anda tetap bertahan dan lebih mudah mencapai kesuksesan dalam bidang yang satu ini.Terencana dan Tetaplah BerinovasiBisnis kuliner menjadi salah satu bidang yang selalu berkembang dan masih memiliki prospek yang baik hingga saat ini. Jika Anda ingin menekuni bisnis ini, pastikan Anda merencanakannya dengan matang terlebih dahulu.Selain itu tetaplah berinovasi dalam bisnis kuliner Anda, agar bisnis tersebut berumur panjang dan bisa mencapai kesuksesan bisnis Anda dengan maksimal. Artikel ini merupakan hasil kerja sama antara Kompas.com dengan Cermati.com. Isi artikel menjadi tanggung jawab sepenuhnya Cermati.com |1591427280000|Bisnis kuliner,Superapp Bisnis,Superapp Kuliner,tips bisnis kuliner|Tips Sukses Jalankan Bisnis Kuliner Saat New Normal
JAKARTA, KOMPAS.com - Pisang yang menghitam dan teksturnya sudah lembek bukan berarti busuk. Pisang tersebut kematangan dan sudah mencapai titik gula tertinggi.Pisang yang terlampau matang ini justru cocok untuk dijadikan bahan membuat kue, smoothies, atau gelato.Jangan dibuang, pisang kematangan bisa dibuat menjadi Roti Goreng Pisang atau disebut juga Banana Beignets.Baca juga: Resep Nasi Uduk Rice Cooker yang Mudah Dibuat, Anak Kost Juga BisaBerikut  resep Roti Goreng Pisang dikutip dari Food Network:Aduk semua tepung, baking powder, garam, 1/4 sendok teh bubuk kayu manis, dan 60 gram gula pasir di mangkuk besar.Di mangkuk lain aduk telur, masukkan pisang yang telah dihaluskan, dan dua sendok makan minyak sayur. Jika ingin lebih harum bisa masukkan ekstrak pisang.Baca juga: Cara Membuat Tahu Susu Lumer khas JombangSetelah isi di mangkuk kedua teraduk rata, masukkan 100 gram gulapasir dan 1 sendok teh bubuk kayu manis.Masukkan isi mangkuk kedua (adonan basah) ke mangkuk adonan kering. Masukkan perlahan sambil terus diaduk, jangan sekaligus karena akan berat dan sulit tercampur.Apabila sudah tercampur semua, buat adonan berbentuk bola-bola berukuran sedang. Goreng di minyak panas dengan suhu sekitar 190 derajat celcius selama 15 detik per sisi.Baca juga: Resep dan Tips Bikin Gochujang, Bumbu Utama Kuliner KoreaLebih nikmat jika Roti Goreng Pisang dibalurkan di gula pasir yang ssudah dicampur bubuk kayu manis selagi hangat.|1591427520000|resep camilan,resep praktis dan mudah,resep roti goreng pisang,makanan olahan pisang|Resep Roti Goreng Pisang yang Praktis, Tak Perlu Pakai Mixer dan Oven 
